Questions,Difficulty,Category
What does CDISC stand for?,1.0,Other
Which method is used to copy blocks of data?,1.0,Other
What is the procedure for copying an entire library?,1.0,Other
Define the max() function.,1.0,Other
What is the use of the SYSRC function?,1.0,Other
Explain SAS. What are the functions it performs?,2.0,Other
Describe the basic structure of a SAS program.,2.0,Other
What is DATA Step?,1.0,Other
What is PDV?,1.0,Other
"In SAS, which statement does not perform automatic conversions in comparisons?",1.0,Other
What is the difference between the NODUPKEY and NODUP options?,2.0,Other
What is the use of the function PROC SUMMARY?,1.0,Other
What are PROC PRINT and PROC CONTENTS used for?,1.0,Other
What does PROC GLM do?,1.0,Other
What is SAS Informat?,1.0,Other
What does the function CATX syntax do?,1.0,Other
Explain the use of PROC GPLOT.,2.0,Other
How to sort in descending order?,2.0,Other
What do put and the input functions do?,1.0,Other
What is the difference between VAR B1 – B3 and VAR B1 -- B3?,2.0,Other
What is the basic syntax style in SAS?,1.0,Other
What are the special Input Delimiters?,1.0,Other
What is the difference between a format and an informat?,2.0,Other
Describe any one SAS function.,2.0,Other
What is PDV) and what are its functions?,1.0,Other
"Distinguish between SAS, Stata, and SPSS.",2.0,Other
What are the uses of SAS?,1.0,Other
How do we create a SAS data set with Compressed Observations?,2.0,Other
How can we minimize the space requirement of a huge data set in SAS for window?,2.0,Other
"
Find Data Science Course Training in Other Regions",,Other
Compare OBIEE & Tableau,2.0,Other
Explain the Architecture of OBIEE 11g and function of each components?,2.0,Other
How we can extract sql from OBIEE for reports?,2.0,SQL
How can you sort in Reports in OBIEE 11g?,2.0,Other
How we can do different types of narrative Reports in OBIEE?,2.0,Other
How will you create Interactive Dashboards ?,2.0,Other
What is write-back in obiee ?,1.0,Other
How will you execute Direct SQL in OBIEE?,2.0,SQL
How OBIEE Developer can create report from two subject areas?,2.0,Other
What are the different types of variables in OBIEE 11g? explain,2.0,Other
"How we can Port changes for dashboards, reports, rpd from development to production?",2.0,Other
How will you enable or disable caching in the system level and table level?,2.0,SQL
How will you go about adding additional column to the repository in the presentation layer?,2.0,Other
"How will effect the changes for a report, if for certain users only the column heading in the report should be changed?",2.0,Other
What is a table alias in OBIEE 11g? Where and how will you create it?,2.0,SQL
Have you created Hierarchy in OBIEE 11g. if so where and how?,2.0,Other
What is Level Based Metrics? How we can create it?,2.0,Other
What are the different layers of OBIEE 11g Repository?,1.0,Other
What is Authentication? How many types of authentication.,2.0,Other
What is a bridge table ?,1.0,SQL
How Time based triggered report can be generated?,2.0,Other
What is ibot?,1.0,Other
What are different types of joins that are possible in OBIEE RPD?,1.0,SQL
How we can have two different columns from two different tables or subject areas?,2.0,Other
How can we use saved filters and where we will save the filters?,2.0,Other
Have you worked in dashboard? when we run a dashboard? how will we stop the dashboard report run automatically?,2.0,Other
Define surrogate key.,1.0,Other
Define repository in terms of Siebel Analytics.,1.0,Other
Explain the end to end life cycle of Siebel Analytics?,2.0,Other
How does Siebel Architecture works? Explain the three layers.,2.0,Other
If we have 3 facts and 4 dimension and we need to join would you recommend joining fact with fact? If no than what is the option?,1.0,SQL
What is connection pool and how many connection pools did we have in our last project?,2.0,Other
Define JDK and why do we need it?,2.0,Other
"Oracle doesn’t recommend Opaque Views because of performance considerations, so why/when do we use them?",2.0,SQL
Can we migrate the presentation layer to a different server.,2.0,Other
How we can identify the dimension tables and how we can decide them during the Business/Data modeling?,2.0,Other
Why do we have multiple LTS in BMM layer? What is the purpose?,2.0,Other
What is the full form of rpd?,1.0,Other
How we can disable cache for only 2 particular tables?,2.0,Other
How we can split a table in the rpd given the condition. ( the condition given was Broker and customer in the same table) Split Broker and customer.,2.0,SQL
What type of protocol did we use in SAS?,1.0,Other
Can we have multiple data sources in Siebel Analytics?,2.0,Other
How we can deal with case statement and expressions in siebel analytics?,2.0,Other
What do you know about Initialization Blocks?,2.0,Other
Explain query repository tool?,2.0,Other
How can you bypass siebel analytics server security ?,2.0,Other
Where we can add new groups and set permissions? Explain what is R?,2.0,Other
What are the things we can do in the BMM layer?,2.0,Other
Where are passwords for userid?,1.0,Other
Define pipeline.,1.0,Other
What are the Key Configuration Files in OBIEE?,1.0,Other
Give a brief introduction of OBIEE?,2.0,Other
What Is the Oracle BI Presentation Catalog?,1.0,SQL
What is OBIEE 11G?,1.0,Other
Explain the main features of OBIEE 11G?,2.0,Other
Explain Oracle Business Intelligence Applications?,2.0,SQL
Define repository in terms of OBIEE?,1.0,Other
What is the end to end life cycle of OBIEE?,1.0,Other
What is the purpose of Alias Tables?,1.0,Other
What is Authentication? How many types of authentication do we have in OBIEE?,2.0,Other
What is aggregate navigation? How do you configure the Aggregate tables in OBIEE?,2.0,SQL
Difference between a session and repo variable?,2.0,Other
What kind of sources can be connected to OBIEE?,2.0,Other
"
Find SQL Certification Training in Other Regions",,SQL
Compare Pentaho & Tableau,2.0,Other
Define Pentaho and its usage.,1.0,Other
Explain the important features of Pentaho.,2.0,Other
Name major applications comprising Pentaho BI Project.,1.0,Other
What is the importance of metadata in Pentaho?,1.0,Other
Define Pentaho Reporting Evaluation.,1.0,Other
Explain the benefits of Data Integration.,2.0,Other
What is MDX and its usage?,1.0,Other
Define three major types of Data Integration Jobs.,1.0,Other
Illustrate the difference between transformations and jobs.,2.0,Other
How to perform database join with PDI (Pentaho Data Integration)?,2.0,SQL
Explain how to sequentialize transformations?,2.0,Other
Explain Pentaho Reporting Evaluation.,2.0,Other
Can fieldnames in a row duplicated in Pentaho?,2.0,Other
Does transformation allow filed duplication?,,Other
How to use database connections from repository?,2.0,SQL
Explain in brief the concept Pentaho Dashboard.,2.0,Other
How to use logic from one transformation/job in other process?,2.0,OS
Explain the use of Pentaho reporting.,2.0,Other
What is Pentaho Data Mining?,1.0,Other
Is Data Integration and ETL Programming same?,,Other
Explain Hierarchy Flattening.,2.0,Other
Give a brief about PDI architecture.,2.0,Other
Explain Pentaho report Designer (PRD).,2.0,Other
Define Pentaho Report types.,1.0,Other
What are variables and arguments in transformations?,1.0,Other
How to configure JNDI for Pentaho DI Server?,2.0,Other
"
Find MSBI Training in Other Regions",,Other
What is MSBI? What are the tools that MSBI comprises?,1.0,Other
How is SSIS related to SQL Server?,2.0,SQL
What are the tools associated with SSIS?,1.0,Other
What is a workflow? What do you mean by a control flow and a data flow? ,1.0,Other
Mention the errors in SSIS and explain how error handling works. ,2.0,Other
Define environmental variables in SSIS.,1.0,Other
What are different lookup cache modes available in SSIS? ,1.0,Other
Explain the architecture of SSIS.,2.0,Other
How can we do logging in SSIS? ,2.0,Other
How do you deploy SSIS packages?,2.0,Other
How can we organize SSIS packages on production?,2.0,Other
Define query parameters in SSRS.,1.0,Other
What are variables? Define the variable scope.,1.0,Other
Define SSRS and also talk about the SSRS architecture. ,1.0,Other
Explain the Reporting Life Cycle in SSRS. ,2.0,Other
When shall we use a null data-driven subscription? ,1.0,Other
What do you mean by matrix in SSRS? What are sub-reports and how do we create them? ,2.0,Other
Define Report Model Project. ,1.0,Other
What do you mean by Report Server Project?,1.0,Other
Define RS.exe Utility.,1.0,Other
What are the three different parts of RDL files? ,1.0,Other
What are the different data sources used in SSRS? ,1.0,Other
Differentiate between Tabular and Matrix Reports. ,2.0,Other
How to send SSRS Reports from SSIS? ,2.0,Other
What is SSAS? List out its key features.,1.0,Other
What is the significance of UDM in SSAS? ,1.0,Other
What is the architecture of SSAS? ,1.0,Other
What languages are used in SSAS?,1.0,Other
How are cubes implemented in SSAS? ,2.0,Other
What is writeback? What are its preconditions? ,1.0,Other
"
Find MSBI Training in Other Regions",,Other
Compare QlikView with Tableau.,2.0,Other
What chart types do we use in QlikView Admin?,1.0,Other
Explain Set Analysis in QlikView.,2.0,Other
Define Trellis chart.,1.0,Other
Explain Mini chart. What do you mean by sub-reports and how can you create them?,2.0,Other
What is a Pivot table?,1.0,SQL
Which graph can you use for 2 years' difference sales?,2.0,DS
What is a Straight table?,1.0,SQL
How many dimensions can you use in a Bar chart?,2.0,Other
Which QlikView object has only expression and no dimension?,1.0,Other
How can you use Macros in your application?,2.0,Other
What do you understand by layers in QlikView?,1.0,Other
What are Dimensions?,1.0,Other
Explain Normalized data.,2.0,Other
What is Star Schema?,1.0,Other
What is Snowflake Schema?,1.0,Other
Explain IntervalMatch.,2.0,Other
Explain the IntervalMatch() function.,2.0,Other
What is a Container?,1.0,Other
What do you understand by the extended IntervalMatch() function?,1.0,Other
What are the new features in QV 11?,1.0,Other
Explain Join and its types.,2.0,SQL
What is Left Join?,1.0,SQL
Define Right Join.,1.0,SQL
Explain Inner Join.,2.0,SQL
What are Modifiers?,1.0,Other
Explain Identifier's syntax.,2.0,Other
Explain the 3-tier architecture of QlikView Application.,2.0,Other
How does QlikView store data internally?,2.0,Other
Explain the restrictions of Binary Load for a QlikView Developer.,2.0,Other
"For a QlikView Administrator, differentiate between Subset Ratio and Information Density.",2.0,Other
What is the use of Optimized Load?,1.0,Other
Differentiate between Keep and Join.,2.0,SQL
Define Synthetic Key.,1.0,Other
What is Incremental Load in QlikView Architect?,1.0,Other
Differentiate between the Set and Let options in QlikView.,2.0,Other
Define QlikView Resident Load.,1.0,Other
How can you optimize a QV Application?,2.0,Other
What is Mapping Load?,1.0,Other
Define Apply Map.,1.0,Other
What is Concatenation?,1.0,Other
Define NoConcatenation.,1.0,Other
Define the Connect statement.,1.0,Other
What do you understand by Fact Constellation Schema?,1.0,Other
What do you mean by RDBMS?,1.0,SQL
What do you understand by the term 'CAL' in QlikView Server? ,1.0,Other
Differentiate between QlikView Server and QlikView Publisher.,2.0,Other
What do you understand by the Snapshot View of a table?,1.0,SQL
How can you bring data into QV?,2.0,Other
